store_id,order_id,order_name,refund_id,processed_at,created_at,state,country,refund_amount,tax_refunded
fabric_outlet,7044494131473,#6883,1015069835537,2025-09-21 02:38:33+00:00,2025-09-21 02:38:33+00:00,OH,US,47.55,0.0
fabric_outlet,7043350495505,#6871,1015197827345,2025-09-22 13:05:22+00:00,2025-09-22 13:05:22+00:00,NE,US,12.04,0.0
fabric_outlet,7029074788625,#6730,1014606758161,2025-09-16 20:22:30+00:00,2025-09-16 20:22:30+00:00,MI,US,2.75,0.0
fabric_outlet,7029074788625,#6730,1014606790929,2025-09-16 20:22:38+00:00,2025-09-16 20:22:38+00:00,MI,US,0.0,0.0
fabric_outlet,7029064958225,#6729,1014252765457,2025-09-12 22:07:22+00:00,2025-09-12 22:07:22+00:00,UT,US,0.0,0.0
fabric_outlet,7029064958225,#6729,1014252798225,2025-09-12 22:07:47+00:00,2025-09-12 22:07:47+00:00,UT,US,0.0,0.0
fabric_outlet,7028522483985,#6715,1014213738769,2025-09-12 14:18:04+00:00,2025-09-12 14:18:04+00:00,CT,US,17.99,0.0
fabric_outlet,7027832226065,#6706,1014234808593,2025-09-12 17:50:07+00:00,2025-09-12 17:50:07+00:00,UT,US,9.99,0.74
fabric_outlet,7027733954833,#6705,1014229238033,2025-09-12 16:55:13+00:00,2025-09-12 16:55:13+00:00,UT,US,-6.95,0.0
fabric_outlet,7021792952593,#6648,1013867872529,2025-09-09 14:41:47+00:00,2025-09-09 14:41:47+00:00,NC,US,120.93,0.0
fabric_outlet,6993177084177,#6441,1014488826129,2025-09-15 20:44:34+00:00,2025-09-15 20:44:34+00:00,GA,US,-4.96,0.0
fabric_outlet,6972996321553,#6142,1011611304209,2025-08-21 20:03:04+00:00,2025-08-21 20:03:04+00:00,CA,US,0.0,0.0
fabric_outlet,6964848886033,#6109,1010968920337,2025-08-19 21:30:12+00:00,2025-08-19 21:30:12+00:00,GA,US,0.0,0.0
fabric_outlet,6954165207313,#6061,1010967740689,2025-08-19 21:14:24+00:00,2025-08-19 21:14:24+00:00,CA,US,0.0,0.0
fabric_outlet,6944427704593,#5965,1010253234449,2025-08-13 18:55:51+00:00,2025-08-13 18:55:51+00:00,MN,US,0.0,0.0
fabric_outlet,6941300687121,#5940,1010805932305,2025-08-18 20:57:01+00:00,2025-08-18 20:57:01+00:00,NJ,US,45.0,0.0
fabric_outlet,6934871867665,#5865,1009305125137,2025-08-07 15:28:11+00:00,2025-08-07 15:28:11+00:00,CO,US,0.0,0.0
fabric_outlet,6893966819601,#5480,1007104262417,2025-07-18 17:51:02+00:00,2025-07-18 17:51:02+00:00,UT,US,-6.95,0.0
fabric_outlet,6857486467345,#5278,1005738885393,2025-07-09 14:31:53+00:00,2025-07-09 14:31:53+00:00,NY,US,0.0,0.0
fabric_outlet,6854349160721,#5254,1004946882833,2025-07-06 00:50:35+00:00,2025-07-06 00:50:35+00:00,KS,US,17.95,0.0
fabric_outlet,6847356043537,#5152,1004420956433,2025-07-01 19:51:24+00:00,2025-07-01 19:51:24+00:00,WI,US,0.0,0.0
shiplap_quilt,6468624744653,#41033,1014156034253,2025-09-30 19:32:05+00:00,2025-09-30 19:32:05+00:00,UT,US,5.98,0.45
shiplap_quilt,6467986325709,#41020,1014199845069,2025-10-01 21:44:50+00:00,2025-10-01 21:44:50+00:00,LA,US,0.0,0.0
shiplap_quilt,6467678339277,#40985,1014140174541,2025-09-30 15:34:57+00:00,2025-09-30 15:34:57+00:00,GA,US,13.01,0.0
